runtime,annotation_version,input_type
Aug-15-2024-16:20:57,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Nov-28-2023-15:46:58,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-22-2024-14:06:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-30-2023-21:53:58,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-10-2024-06:46:39,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-05-2023-15:23:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-19-2023-19:59:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-28-2024-08:20:15,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-14-2024-17:56:04,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-14-2024-16:09:13,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-11-2023-02:39:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-13-2023-19:54:34,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-29-2024-16:48:56,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-30-2024-06:32:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-03-2023-14:14:14,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jul-10-2024-09:14:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-10-2023-09:49:37,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-19-2023-07:25:30,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-22-2024-15:55:42,ORF_only_v2_nov-11-2021.csv,Wormbase.ID
Nov-21-2023-16:59:23,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-05-2023-18:00:12,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-22-2024-17:43:34,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-29-2024-17:00:50,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-20-2023-13:25:12,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-15-2024-02:24:58,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-29-2024-15:41:35,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Sep-21-2023-13:32:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-14-2024-11:41:26,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-10-2024-18:34:43,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-30-2024-11:41:37,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-30-2024-12:10:14,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-28-2024-17:20:22,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-27-2023-16:03:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-24-2023-15:38:07,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-28-2023-19:18:42,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-26-2024-18:38:50,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-24-2024-20:28:26,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-20-2023-03:02:46,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-20-2023-03:02:37,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-09-2024-20:51:14,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-27-2024-18:42:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-16-2023-17:04:04,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-28-2023-01:19:39,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-30-2023-17:30:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-11-2023-17:06:07,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Feb-27-2024-12:48:26,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-08-2024-06:16:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-01-2024-20:08:58,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-08-2024-01:34:48,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-10-2024-19:11:15,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-04-2023-15:56:40,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-10-2024-17:25:01,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-15-2024-01:29:08,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-29-2024-18:04:36,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-07-2024-19:02:22,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-07-2023-05:28:31,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Sep-21-2023-13:42:14,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-02-2024-20:05:13,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-19-2023-14:30:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-24-2023-14:58:12,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-01-2024-18:30:38,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jun-12-2024-12:14:02,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-25-2023-13:33:47,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-19-2023-17:28:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-05-2023-19:55:01,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-05-2023-15:19:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-20-2023-00:27:43,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-15-2024-13:05:00,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Sep-19-2023-18:14:10,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-19-2023-15:32:02,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-05-2024-13:08:29,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-14-2024-21:16:39,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-02-2023-21:52:25,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-29-2024-17:14:51,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-10-2024-19:40:06,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Sep-17-2024-21:34:43,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-15-2024-22:18:49,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-14-2023-10:29:36,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-11-2024-16:27:04,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-18-2024-02:55:52,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Sep-18-2023-17:10:20,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-08-2024-09:21:25,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-16-2023-22:49:29,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-02-2024-17:16:57,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-04-2023-10:36:44,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jun-23-2024-01:55:38,ORF_only_v2_nov-11-2021.csv,Wormbase.ID
Sep-15-2023-11:21:34,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-16-2024-04:51:29,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-22-2023-18:56:49,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-12-2024-16:41:23,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-08-2023-18:37:55,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jul-01-2024-16:23:15,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-11-2024-15:41:29,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-22-2024-13:48:34,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Feb-24-2024-14:02:54,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-11-2023-20:02:42,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-26-2023-20:56:24,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-15-2024-17:09:39,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Mar-23-2024-19:00:38,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-14-2023-15:35:47,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-28-2023-03:09:07,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-22-2024-12:34:54,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-10-2024-17:02:40,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-23-2024-17:09:22,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-13-2024-15:11:58,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-01-2024-16:14:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-01-2024-16:14:01,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-01-2024-16:13:53,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-31-2024-09:40:34,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-05-2023-18:50:02,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-08-2024-18:29:00,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jan-18-2024-01:34:33,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-04-2024-02:43:18,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-07-2024-16:15:03,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-24-2023-17:07:47,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-27-2023-15:46:51,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-05-2023-02:40:21,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-04-2024-15:43:27,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-15-2023-17:40:15,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-20-2024-03:40:27,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Feb-29-2024-18:03:39,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-07-2023-16:44:38,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-20-2023-09:20:25,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-27-2024-21:09:26,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-19-2024-05:22:06,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-28-2023-02:17:21,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-19-2023-22:43:19,ORF_only_v2_nov-11-2021.csv,Wormbase.ID
Oct-04-2023-13:03:25,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Feb-05-2024-17:44:31,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-01-2024-14:28:02,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-15-2024-01:50:37,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-17-2023-16:44:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-01-2024-07:36:10,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-03-2024-22:09:15,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-01-2024-10:31:01,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-25-2024-19:50:39,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-27-2023-16:17:10,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jan-29-2024-00:57:14,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-15-2024-04:30:06,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Nov-14-2023-15:20:35,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-28-2024-17:25:00,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-27-2024-00:03:27,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jul-06-2024-23:01:22,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-27-2023-23:07:23,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-12-2024-07:15:00,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jan-08-2024-08:05:39,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-03-2024-20:01:01,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-28-2023-09:33:21,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-31-2023-01:15:25,whole_genome_v1_jul-03-2019.csv,Sequence.ID
Aug-11-2023-22:58:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-09-2023-23:49:23,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jun-02-2024-16:04:24,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-21-2024-15:37:36,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-09-2024-00:44:13,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Jul-29-2024-18:08:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-15-2024-14:51:21,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Dec-09-2023-14:32:56,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-06-2023-18:35:04,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-19-2023-18:03:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-29-2024-17:19:14,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-12-2024-18:05:30,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-19-2023-14:02:38,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-28-2024-13:28:30,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-23-2023-18:45:06,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-18-2023-17:23:31,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Mar-31-2024-22:30:56,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Feb-05-2024-10:32:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-22-2023-20:04:17,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Nov-08-2023-15:32:24,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-23-2024-20:56:21,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-12-2024-21:27:42,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-20-2023-22:09:16,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-20-2023-09:15:04,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Sep-15-2023-17:13:42,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-07-2024-00:40:28,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-08-2024-19:32:25,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-30-2023-03:57:10,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-07-2023-21:39:21,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-02-2024-12:33:43,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-15-2024-17:32:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-15-2023-19:04:18,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Aug-28-2023-19:58:06,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-02-2024-16:20:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-27-2023-13:30:32,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Feb-08-2024-02:03:47,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-18-2023-17:18:22,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-28-2024-21:25:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-13-2023-15:06:16,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-02-2024-12:18:13,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-11-2024-01:44:45,ORF_only_v2_nov-11-2021.csv,Wormbase.ID
Feb-17-2024-13:40:50,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-01-2024-07:43:58,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-14-2024-09:34:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-27-2024-18:02:12,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Oct-24-2023-14:10:34,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-15-2024-12:08:59,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Sep-20-2023-18:05:45,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-01-2024-14:41:03,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-05-2024-20:43:09,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-29-2024-19:48:08,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-16-2023-05:59:07,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-16-2023-05:58:43,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-16-2023-05:58:34,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-16-2023-05:58:26,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-16-2023-05:59:15,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-16-2023-05:58:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-16-2023-05:58:51,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-11-2024-17:18:36,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-20-2024-16:09:32,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Apr-09-2024-21:45:49,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Feb-26-2024-19:05:06,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-01-2024-15:28:41,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-05-2023-14:55:39,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-29-2024-16:53:18,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-31-2023-02:34:48,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-09-2023-18:03:40,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-18-2023-17:24:33,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-28-2024-04:54:11,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-26-2024-01:49:58,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-18-2023-17:18:19,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-01-2023-18:20:29,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-12-2023-02:18:10,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Dec-03-2023-18:22:02,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Apr-11-2024-03:52:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-05-2024-15:40:19,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-30-2024-01:24:30,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Dec-27-2023-05:27:51,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-20-2023-07:06:33,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Apr-29-2024-18:29:46,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-30-2023-01:34:24,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-21-2024-18:32:01,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Sep-15-2024-01:00:25,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-05-2024-07:48:43,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-16-2023-16:47:03,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-01-2024-22:20:56,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Oct-06-2023-01:49:02,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-08-2023-18:40:00,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-05-2023-21:53:47,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-03-2024-16:48:19,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-03-2024-12:36:40,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-01-2024-15:27:53,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-28-2023-19:28:37,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-02-2024-09:09:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-27-2024-15:23:10,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-09-2024-20:07:28,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-19-2023-07:04:17,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-09-2024-01:16:46,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-04-2024-00:41:50,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-22-2024-18:55:19,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-17-2024-10:37:48,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Feb-22-2024-15:03:31,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Aug-29-2024-06:49:07,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Aug-30-2023-17:58:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-19-2023-05:55:15,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-31-2024-17:00:30,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-04-2023-16:13:45,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Aug-28-2023-21:35:48,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-29-2023-11:30:41,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Nov-23-2023-08:03:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-14-2024-15:04:05,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-05-2024-21:17:31,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-15-2024-11:25:08,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Mar-12-2024-01:31:28,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-11-2024-17:15:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-22-2024-13:32:47,whole_genome_v1_jul-03-2019.csv,Sequence.ID
Apr-24-2024-12:00:52,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-04-2024-12:49:04,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-15-2023-16:10:19,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-27-2023-03:50:53,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-27-2023-18:46:48,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-26-2024-04:12:52,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-10-2024-21:42:58,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-13-2024-21:43:56,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-19-2024-12:05:18,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-21-2024-15:44:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-25-2024-16:59:43,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-04-2023-15:44:06,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-08-2024-02:32:57,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Mar-01-2024-17:10:33,ahringer_v1_jan-02-2019.csv,Wormbase.ID
Sep-19-2023-18:04:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-11-2023-18:49:32,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-30-2024-15:02:29,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-03-2023-20:43:24,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-28-2024-16:50:56,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-25-2024-14:54:11,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-01-2024-17:37:07,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Nov-09-2023-22:07:44,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-24-2024-17:32:33,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-26-2024-07:46:19,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jul-22-2024-06:15:02,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-12-2024-21:25:25,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-18-2024-15:53:12,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-11-2024-16:29:52,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-09-2023-22:23:12,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-05-2024-03:53:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-21-2024-21:30:28,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Mar-07-2024-22:54:36,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Aug-22-2024-14:30:55,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-29-2024-18:45:30,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-08-2024-01:26:17,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-22-2024-22:20:14,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-03-2023-18:50:42,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-27-2023-17:28:53,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-26-2023-00:58:36,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Nov-16-2023-19:44:38,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Apr-02-2024-21:03:23,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Feb-27-2024-18:56:39,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-17-2024-09:30:36,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-04-2024-16:18:37,whole_genome_v1_jul-03-2019.csv,Wormbase.ID
Jul-17-2024-17:18:28,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-19-2024-05:58:51,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Dec-01-2023-17:24:14,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Sep-27-2023-21:15:46,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jun-25-2024-00:35:10,whole_genome_v2_nov-11-2021.csv,Sequence.ID
Mar-28-2024-11:38:59,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
May-17-2024-07:26:19,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Jan-30-2024-14:42:23,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-05-2023-14:19:10,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
Oct-05-2023-14:19:18,whole_genome_v2_nov-11-2021.csv,Wormbase.ID
